2.5190691402055193173e-17	0
-1.4141634218081677661e-16	6.3338374859943988923e-21
7.9585761382387304169e-18	2.4302338599964694119e-22
-9.2343497776184392821e-17	-4.5739973084714333826e-21
-8.0198323817050472783e-17	1.4279304499649007539e-22
3.8115061098763333508e-17	-3.4856430233119266072e-21
-1.3397072978109366495e-16	-1.0506243354109503249e-22
-4.9501681570920747428e-17	-2.3451087686806795728e-20
-1.3175909531468190094e-16	2.7546132646991804817e-22
-4.1501274041528380584e-17	1.4466016666993621286e-20
2.4796933845598941808e-17	4.1813169588493567271e-22
8.9109463817761714884e-17	-3.2549506139843562335e-20
-1.9592176467440531753e-16	9.5704350967266584932e-23
5.5134532074407477755e-18	9.95254855210740838e-20
7.6773480561677669289e-17	-4.3544883252429960258e-22
3.3077292532861615917e-17	7.8011010076371977051e-20
-1.0607861868705919663e-16	-5.902376441279250625e-22
-3.0133086231375315743e-17	-4.0147921073895633296e-19
-1.8097361980998522409e-16	-1.2978783801190778098e-21
1.729998391083193145e-16	-4.3743959524392532694e-19
-8.0943451692952846512e-18	-1.4425375981168944173e-21
8.3439335638267693591e-17	-3.434022180840536903e-20
1.2202002159231056839e-18	-7.2314662094270910897e-22
1.864869075863574612e-17	-1.5280120358621427162e-19
-1.2636185661605436888e-16	-3.5009836046969179075e-22
8.8298392821959545204e-18	1.9193577093877086001e-18
-1.7834125014018161982e-16	-3.9681717423838829568e-22
8.9223307892787533264e-18	-2.5472275946126704118e-18
4.5891554942404108687e-17	-6.7153777875796776925e-22
9.1525115996788255911e-18	-1.7566111677158678771e-18
-1.2683200953420119284e-16	-1.145579569480015663e-21
3.1213285747427082954e-17	2.7638411300562933651e-18
-1.8146977757865242404e-17	-2.441746796957117339e-21
1.260587224829502305e-16	1.2096543498797466932e-18
4.5298058991382102239e-17	-4.9253440483283518844e-21
2.2333609342867270529e-16	-3.2811331535018180073e-18
-1.2645376770598183839e-16	-7.4533123492168992659e-21
1.2155566148960648078e-16	4.9637945355209976594e-18
-6.3630009235843786391e-17	1.6380936373397749404e-22
1.9314193011814813296e-17	8.5992148298182850788e-18
4.7975089833142185969e-18	9.5432804608926290231e-22
9.2790832849608711436e-18	-8.1656986421842382957e-18
-1.6810199482291188998e-16	8.2766109907219223682e-23
-1.4901059753623641726e-19	-3.5552727985750235932e-18
4.4289715546983526585e-18	1.0890687811357217085e-22
1.9188879693026780515e-18	-1.9820249828495034555e-17
9.7553996574855581063e-17	1.1767497180577464386e-22
-3.1078725379546001106e-18	-2.881223065353938417e-17
1.2139412419719546868e-16	-6.7900211395396609088e-23
-3.3685312239001143863e-18	-5.6570533718254210728e-18
-7.2411542824865649134e-17	-1.2904508929706564267e-22
1.0120717963254571762e-17	3.6604475425781992377e-17
1.2345131244156963942e-16	-1.9011487826207995783e-22
2.5048690672904345749e-17	-2.3105705108376762716e-17
1.0191656244016009583e-16	-3.5435830884222069721e-22
-4.5216842149008635042e-17	1.5907597931211619704e-17
2.1419852601013901241e-17	-3.1497604727471771192e-22
4.0847937728154331644e-18	-3.9677444405747033369e-17
1.1168553487998081527e-16	-1.2588721508864441587e-24
-2.2711679814585483037e-18	4.2450940658209350803e-17
1.6675177399678007088e-16	1.7054909493143160574e-22
1.2556644891615010081e-17	-1.0898326495003197424e-16
-9.183228344892172065e-17	1.3585537019202102328e-22
5.1391561411104820364e-17	3.9445950156656239477e-17
1.1746121882886352622e-16	1.3223796619486693766e-22
2.5694368049104793551e-16	-6.6465963938976927834e-17
3.2960725939878158852e-17	-1.9996805786024695283e-21
3.1285367482674855395e-18	4.5515336918941425497e-17
1.2494015259991794762e-16	-8.0561205160530892467e-21
